,,,,,,,,,,,,,,,,,,,,,
,,,Pandabrake Racing [1],Bjarne / flauschige_Panda,27,,,27s,11,Pandabrake Racing,,,1,,,,,,,,
,,,Project Apex [1],PrA-doctorjones,14,,,14s,12,Project Apex,,,1,,,,,,,,
,,,Racing Team Coyote [1],RTC-Viper-,41,boky2006zg,7,48s,13,Racing Team Coyote,,,2,,,,,,,,
,,,Rhein-Rur-Motosport [1],Erik_Ewetke,31,RRM-Schumi,25,56s,14,Rhein-Rur-Motosport,,,4,,,Rhein-Rur-Motosport [2],oooBismarkooo,23,Lumpi-0707,12,35
,,,Roadrunner Racing [1],SJB_1973,38,Kawa-Jo,1,39s,15,Roadrunner Racing,,,2,,,,,,,,
,,,Schnieders Sim Karting [1],batt_night220,4,,,4s,16,Schnieders Sim Karting,,,1,,,,,,,,
,,,Singen Süd Racing [1],Over_1638,24,c-maanreri,21,45s,17,Singen Süd Racing,,,4,,,Singen Süd Racing [2],Uchiha14,17,ren-bvb09,9,26
,,,THE Roadrunners [1],TRR-Zipfelfink,33,Quitzowscaniav88,11,44s,18,THE Roadrunners,,,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,DD,DI,DJ,,,,,,,,,,,,
