,,,,,,,,,,,,,,,,,,,,,
,11,,boky2006zg,Racing Team Coyote,Genesis X,,1,,"0:51:32,302","+ 0:38,706",30,,30,,11,International Racing Crew [2],Roozay_33,28,,,28
,12,,PMR_Swissracer66,International Racing Crew,Peugeot RCZ,,2,,"0:51:32,565","+ 0:38,969",29,,29,,12,Racing Team Coyote [2],jppganhao,22,,,22
,13,,Roozay_33,International Racing Crew,Genesis X,,1,,"0:51:33,081","+ 0:39,485",28,,28,,13,Digital Racing Cologne [1],Timfra,19,,,19
,14,,PrimeApeX21,Racing Team Coyote,BMW M6 Sprint '16,,3,,"0:51:35,183","+ 0:41,587",27,,27,,14,Resistance Motorsport [1],Animalius609,13,Fynn-connor,6,19
,15,,KBTV_xpress,KotzBärTV,Porsche 911 RSR,,2,,"0:51:35,685","+ 0:42,089",26,,26,,15,Maibert MacLon Racing [2],GT-Hosss669,11,L-O-N,7,18
,16,,D4NT3_BL4xX,,Peugeot RCZ,,2,,"0:51:39,865","+ 0:46,269",25,,25,,16,Pandabrake Racing [1],flauschige_Panda,17,,,17
,17,,kostjareloaded,,Toyota GR Supra,,1,,"0:51:42,335","+ 0:48,739",24,,24,,17,No Facksen Racing [1],Badger--04,15,,,15
,18,,Bladde90,,Toyota GR Supra,,3,,"0:51:44,208","+ 0:50,612",23,,23,,18,Herrmann Motorsport [1],HM_Tobi,14,,,14
,19,,jppganhao,Racing Team Coyote,Nissan GT-R '18,,1,,"0:51:44,486","+ 0:50,890",22,,22,,19,Rhein-Rur-Motorsport [2],|--Hennes--|,10,Der-Schumi-84,1,11
,20,,LMP-KleCKs,,Toyota GR Supra,,3,,"0:51:49,226","+ 0:55,630",21,,21,,20,Singen Süd Racing [1],Uchiha14,9,,,9
,21,,Peter-zockt-1984,Maibert MacLon Racing,Peugeot RCZ,,2,,"0:51:49,763","+ 0:56,167",20,,20,,21,Resistance Motorsport [2],ralf1893,4,,,4
,22,,Timfra,Digital Racing Cologne,Mercedes AMG GT3 '20,,3,,"0:51:50,212","+ 0:56,616",19,,19,,,,,,,,
,23,,Lumpi-0707,Rhein-Rur-Motorsport,Genesis X,,3,,"0:51:53,017","+ 0:59,421",18,,18,,,,,,,,
,24,,flauschige_Panda,Pandabrake Racing,McLaren 650S,,2,,"0:51:53,177","+ 0:59,581",17,,17,,,,,,,,
,25,,oooBismarkooo,Rhein-Rur-Motorsport,McLaren 650S,,3,,"0:51:56,682","+ 1:03,086",16,,16,,,,,,,,
,26,,Badger--04,No Facksen Racing,Corvette C7,,2,,"0:51:57,960","+ 1:04,364",15,,15,,,,,,,,
,27,,HM_Tobi,Herrmann Motorsport,BMW M6 Endurance '16,,2,,"0:52:03,837","+ 1:10,241",14,,14,,,,,,,,
,28,,Animalius609,Resistance Motorsport,McLaren 650S,,1,+8s,"0:52:05,127","+ 1:11,531",13,,13,,,,,,,,
,29,,mr_osaka7,de Shadaim Racing,Nissan GT-R '18,,2,,"0:52:11,653","+ 1:18,057",12,,12,,,,,,,,
,30,,GT-Hosss669,Maibert MacLon Racing,McLaren 650S,,3,,"0:52:25,054","+ 1:31,458",11,,11,,,,,,,,
,31,,|--Hennes--|,Rhein-Rur-Motorsport,BMW M6 Endurance '16,,3,,"0:52:32,620","+ 1:39,024",10,,10,,,,,,,,
,32,,Uchiha14,Singen Süd Racing,Toyota GR Supra,,3,,"0:52:35,104","+ 1:41,508",9,,9,,,,,,,,
,33,,TheGreatBeamie,,Toyota GR Supra,,3,,"0:52:49,935","+ 1:56,339",8,,8,,,,,,,,
,34,,L-O-N,Maibert MacLon Racing,Aston Martin Vantage,,3,,"0:52:51,375","+ 1:57,779",7,,7,,,,,,,,
,35,,Fynn-connor,Resistance Motorsport,Toyota GR Supra,,3,,"0:52:53,197","+ 1:59,601",6,,6,,,,,,,,
,36,,FGR_Topeca,Feelgood Racing,Nissan GT-R '18,,1,+115s,"0:52:58,745","+ 2:05,149",5,,5,,,,,,,,
,37,,ralf1893,Resistance Motorsport,Toyota GR Supra,,3,,"0:53:19,040","+ 2:25,444",4,,4,,,,,,,,
,38,,armeddotter,,McLaren 650S,,2,+95s,"0:53:19,992","+ 2:26,396",3,,3,,,,,,,,
,39,,Beni_149,Maibert MacLon Racing,McLaren 650S,,3,,"0:53:29,048","+ 2:35,452",2,,2,,,,,,,,
,40,,Der-Schumi-84,Rhein-Rur-Motorsport,Mercedes SLS,,2,,"8:00:00,000",DNF,1,,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,Team-1,1,,2,,Σ 1,#,Teams:,21,,Driver,,,Team-1,3,,4,,Σ 2
,,,de Shadaim Racing [1],J-de-Shadaim,39,mr_osaka7,12,51,1,de Shadaim Racing,,,2,,,,,,,,
,,,Digital Racing Cologne [1],Timfra,19,,,19s,2,Digital Racing Cologne,,,1,,,,,,,,
,,,Feelgood Racing [1],FGR_M-Rabak,41,FGR_Topeca,5,46s,3,Feelgood Racing,,,2,,,,,,,,
,,,Herrmann Motorsport [1],HM_Tobi,14,,,14s,4,Herrmann Motorsport,,,1,,,,,,,,
,,,International Racing Crew [1],IRC_Puppe,33,PMR_Swissracer66,29,62s,5,International Racing Crew,,,3,,,International Racing Crew [2],Roozay_33,28,,,28
,,,KotzBärTV [1],KBTV_Rocket,35,KBTV_Normbiz_GT,32,67s,6,KotzBärTV,,,4,,,KotzBärTV [2],KBTV_Jenner,31,KBTV_xpress,26,57
,,,Maibert MacLon Racing [1],Gorgi_meets_GT,34,Peter-zockt-1984,20,54s,7,Maibert MacLon Racing,,,5,,,Maibert MacLon Racing [2],GT-Hosss669,11,L-O-N,7,18
,,,No Facksen Racing [1],Badger--04,15,,,15s,8,No Facksen Racing,,,1,,,,,,,,
,,,Pandabrake Racing [1],flauschige_Panda,17,,,17s,9,Pandabrake Racing,,,1,,,,,,,,
,,,Project Apex [1],PrA-Riethelm91,44,PrA-doctorjones,37,81s,10,Project Apex,,,2,,,,,,,,
,,,Racing Team Coyote [1],boky2006zg,30,PrimeApeX21,27,57s,11,Racing Team Coyote,,,3,,,Racing Team Coyote [2],jppganhao,22,,,22
,,,Resistance Motorsport [1],Animalius609,13,Fynn-connor,6,19s,12,Resistance Motorsport,,,3,,,Resistance Motorsport [2],ralf1893,4,,,4
,,,Rhein-Rur-Motorsport [1],Lumpi-0707,18,oooBismarkooo,16,34s,13,Rhein-Rur-Motorsport,,,4,,,Rhein-Rur-Motorsport [2],|--Hennes--|,10,Der-Schumi-84,1,11
,,,Singen Süd Racing [1],Uchiha14,9,,,9s,14,Singen Süd Racing,,,1,,,,,,,,
,,,Stiftung Wagentest Racing [1],SWR-Semtex,36,,,36s,15,Stiftung Wagentest Racing,,,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,AQ,AV,AW,,,,,,,,,,,,
