,,,,,,,,,,,,,,,,,,,,,
,16,,FGR_Topeca,Feelgood Racing,Toyota GR Supra,,1,,"0:51:02,042","+ 0:56,268",36,,36,,16,Racing Team Coyote [2],RTC-Viper-,27,PrimeapeX21,17,44
,17,,INS4NE-BR0-GR1M,Roadrunner Racing,Renault R.S.01,,2b,,"0:51:08,048","+ 1:02,274",35,,35,,17,Project Apex [1],PrA-doctorjones,39,,,39
,18,,jppganhao,Racing Team Coyote,Porsche 911 RSR,,1,,"0:51:08,857","+ 1:03,083",34,,34,,18,No Facksen Racing [1],Badger--04,28,ICZ_89,10,38
,19,,mr_osaka7,de Shadaim Racing,Subaru BRZ GT300 '21,,2a,,"0:51:11,703","+ 1:05,929",33,,33,,19,Herrmann Motorsport [1],Bladde90,24,HM_Tobi,8,32
,20,,SJB_1973,Roadrunner Racing,Renault R.S.01,,2a,,"0:51:12,922","+ 1:07,148",32,,32,,20,Roadrunner Racing [2],SJB_1973,32,,,32
,21,,J-de-Shadaim,de Shadaim Racing,Mazda RX,,2a,,"0:51:13,482","+ 1:07,708",31,,31,,21,Singen Süd Racing [2],Schweikinho,16,Uchiha14,14,30
,22,,c-maanreri,Singen Süd Racing,Audi R8 LMS Evo '19,,2b,,"0:51:14,984","+ 1:09,210",30,,30,,22,Radical Racing [1],RCR_Matze2218,23,,,23
,23,,TRR-Zipfelfink,THE Roadrunners,Porsche 911 RSR,,2b,,"0:51:16,441","+ 1:10,667",29,,29,,23,Rhein-Rur-Motosport [2],RRM-Schumi,20,|--Hennes--|,1,21
,24,,Badger--04,No Facksen Racing,BMW M6 Sprint '16,,2b,,"0:51:16,586","+ 1:10,812",28,,28,,24,Bear Racing [1],daemiaen,11,Sixkilla66,4,15
,25,,RTC-Viper-,Racing Team Coyote,Mercedes AMG GT3 '20,,2a,,"0:51:19,888","+ 1:14,114",27,,27,,25,GTmen [2],TheLamb74,13,mironight1,1,14
,26,,oooBismarkooo,Rhein-Rur-Motosport,Porsche 911 RSR,,3,,"0:51:20,014","+ 1:14,240",26,,26,,26,Maibert MacLon Racing [2],L-O-N,6,Beni_149,5,11
,27,,Peter-zockt-1984,Maibert MacLon Racing,Toyota GR Supra,,2a,,"0:51:23,554","+ 1:17,780",25,,25,,,,,,,,
,28,,Bladde90,Herrmann Motorsport,Toyota GR Supra,,2a,+7s,"0:51:24,001","+ 1:18,227",24,,24,,,,,,,,
,29,,RCR_Matze2218,Radical Racing,McLaren 650S,,2a,,"0:51:24,213","+ 1:18,439",23,,23,,,,,,,,
,30,,KillaZwerg,GTmen,Toyota GR Supra,,2b,,"0:51:25,091","+ 1:19,317",22,,22,,,,,,,,
,31,,KBTV_Rocket,KotzBärTV,BMW M6 Endurance '16,,2a,,"0:51:26,045","+ 1:20,271",21,,21,,,,,,,,
,32,,RRM-Schumi,Rhein-Rur-Motosport,Ferrari 458,,2a,+17s,"0:51:31,367","+ 1:25,593",20,,20,,,,,,,,
,33,,Quitzowscaniav88,THE Roadrunners,Porsche 911 RSR,,3,,"0:51:44,043","+ 1:38,269",19,,19,,,,,,,,
,34,,KampfPsychoooo,Noller Racing Team,Audi R8 LMS Evo '19,,2a,,"0:51:44,915","+ 1:39,141",18,,18,,,,,,,,
,35,,PrimeapeX21,Racing Team Coyote,Toyota GR Supra,,2b,+33s,"0:51:47,710","+ 1:41,936",17,,17,,,,,,,,
,36,,Schweikinho,Singen Süd Racing,Peugeot VGT,,2b,,"0:51:47,954","+ 1:42,180",16,,16,,,,,,,,
,37,,TheGreatBeamie,,Ford GT Race Car '18,,3,,"0:51:49,273","+ 1:43,499",15,,15,,,,,,,,
,38,,Uchiha14,Singen Süd Racing,Subaru BRZ GT300 '21,,3,,"0:51:49,837","+ 1:44,063",14,,14,,,,,,,,
,39,,TheLamb74,GTmen,Mazda RX,,2b,,"0:51:52,056","+ 1:46,282",13,,13,,,,,,,,
,40,,ren-bvb09,Singen Süd Racing,Subaru BRZ GT300 '21,,2b,,"0:51:52,573","+ 1:46,799",12,,12,,,,,,,,
,41,,daemiaen,Bear Racing,Porsche 911 RSR,,3,,"0:51:59,202","+ 1:53,428",11,,11,,,,,,,,
,42,,ICZ_89,No Facksen Racing,BMW M6 Sprint '16,,2b,,"0:52:04,245","+ 1:58,471",10,,10,,,,,,,,
,43,,The_Melkavian,Singen Süd Racing,Ford GT LM,,2b,,"0:52:08,674","+ 2:02,900",9,,9,,,,,,,,
,44,,HM_Tobi,Herrmann Motorsport,Aston Martin Vantage,,3,,"0:52:18,443","+ 2:12,669",8,,8,,,,,,,,
,45,,Highwaystar1980,International Racing Crew,Ferrari 458,,3,,"0:52:36,939","+ 2:31,165",7,,7,,,,,,,,
,46,,L-O-N,Maibert MacLon Racing,Toyota GR Supra,,3,,"0:53:54,915","+ 3:49,141",6,,6,,,,,,,,
,47,,Beni_149,Maibert MacLon Racing,Audi R8 LMS Evo '19,,3,,"0:54:27,015","+ 4:21,241",5,,5,,,,,,,,
,48,,Sixkilla66,Bear Racing,Mitsubishi Lancer,,1,,"0:55:06,068","+ 5:00,294",4,,4,,,,,,,,
,49,,mironight1,GTmen,Mazda RX,,1,,"8:00:00,000",DNF,1,,1,,,,,,,,
,50,,|--Hennes--|,Rhein-Rur-Motosport,BMW M6 Endurance '16,,3,,"8:00:00,000",DNF,1,,1,,,,,,,,
,51,,Fynn-connor,Resistance Motorsport,Porsche 911 RSR,,3,,"8:00:00,000",DNF,1,,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,Team-1,1,,2,,Σ 1,#,Teams:,26,,Driver,,,Team-1,3,,4,,Σ 2
,,,Bear Racing [1],daemiaen,11,Sixkilla66,4,15,1,Bear Racing,,,2,,,,,,,,
,,,de Shadaim Racing [1],mr_osaka7,33,J-de-Shadaim,31,64s,2,de Shadaim Racing,,,2,,,,,,,,
,,,Feelgood Racing [1],FGR_Supergt,55,FGR_Topeca,36,91s,3,Feelgood Racing,,,2,,,,,,,,
,,,Fun Racing League [1],Dr-Prof-BamBam,45,,,45s,4,Fun Racing League,,,1,,,,,,,,
,,,GTmen [1],crysu69,47,KillaZwerg,22,69s,5,GTmen,,,4,,,GTmen [2],TheLamb74,13,mironight1,1,14
,,,Herrmann Motorsport [1],Bladde90,24,HM_Tobi,8,32s,6,Herrmann Motorsport,,,2,,,,,,,,
,,,International Racing Crew [1],Roozay_33,48,PMR_Swissracer66,42,90s,7,International Racing Crew,,,4,,,International Racing Crew [2],LNX1613,38,Highwaystar1980,7,45
,,,KotzBärTV [1],KBTV_Normbiz_GT,52,KBTV_Rocket,21,73s,8,KotzBärTV,,,2,,,,,,,,
,,,Maibert MacLon Racing [1],GORGI_meets_GT,46,Peter-zockt-1984,25,71s,9,Maibert MacLon Racing,,,4,,,Maibert MacLon Racing [2],L-O-N,6,Beni_149,5,11
,,,No Facksen Racing [1],Badger--04,28,ICZ_89,10,38s,10,No Facksen Racing,,,2,,,,,,,,
,,,Noller Racing Team [1],NLR-Knudsen84,40,KampfPsychoooo,18,58s,11,Noller Racing Team,,,2,,,,,,,,
,,,Project Apex [1],PrA-doctorjones,39,,,39s,12,Project Apex,,,1,,,,,,,,
,,,Racing Team Coyote [1],boky2006zg,37,jppganhao,34,71s,13,Racing Team Coyote,,,4,,,Racing Team Coyote [2],RTC-Viper-,27,PrimeapeX21,17,44
,,,Radical Racing [1],RCR_Matze2218,23,,,23s,14,Radical Racing,,,1,,,,,,,,
,,,Resistance Motorsport [1],HM_derspieth,43,Fynn-connor,1,44s,15,Resistance Motorsport,,,2,,,,,,,,
,,,Rhein-Rur-Motosport [1],Erik_Ewetke,50,oooBismarkooo,26,76s,16,Rhein-Rur-Motosport,,,4,,,Rhein-Rur-Motosport [2],RRM-Schumi,20,|--Hennes--|,1,21
,,,Roadrunner Racing [1],HankCastelli,41,INS4NE-BR0-GR1M,35,76s,17,Roadrunner Racing,,,3,,,Roadrunner Racing [2],SJB_1973,32,,,32
,,,Singen Süd Racing [1],Over_1638,44,c-maanreri,30,74s,18,Singen Süd Racing,,,6,,,Singen Süd Racing [2],Schweikinho,16,Uchiha14,14,30
,,,THE Roadrunners [1],TRR-Zipfelfink,29,Quitzowscaniav88,19,48s,19,THE Roadrunners,,,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,AD,AI,AJ,,,,,,,,,,,,
