,,,,,,,,,,,,,,,,,,,,,
,15,,Kawa-Jo,Roadrunner Racing,Nissan GT-R '99,,1,,"0:52:23,156","+ 0:56,727",37,,37,,15,Racing Team Coyote [2],boky2006zg,42,,,42
,16,,The_Melkavian,Singen Süd Racing,Ford GT LM,,2b,,"0:52:23,330","+ 0:56,901",36,,36,,16,International Racing Crew [2],Highwaystar1980,22,PMR_Swissracer66,19,41
,17,,J-de-Shadaim,de Shadaim Racing,Ford GT LM Test,,1,,"0:52:23,563","+ 0:57,134",35,,35,,17,Angry Antz Racing [1],Bamboobear,25,Wernersen5519,15,40
,18,,MacFracerEX,GTmen,Peugeot VGT,,2b,,"0:52:27,426","+ 1:00,997",34,,34,,18,Radical Racing [1],RCR_Matze2218,32,,,32
,19,,mr_osaka7,de Shadaim Racing,Peugeot VGT,,1,,"0:52:30,369","+ 1:03,940",33,,33,,19,No Facksen Racing [1],Badger--04,21,ICZ_89,10,31
,20,,RCR_Matze2218,Radical Racing,Toyota Supra GT500 '97,,2a,,"0:52:32,603","+ 1:06,174",32,,32,,20,THE Roadrunners [1],TRR-Zipfelfink,27,,,27
,21,,KillaZwerg,GTmen,Peugeot VGT,,2b,,"0:52:35,189","+ 1:08,760",31,,31,,21,Bear Racing [1],daemiaen,18,Sixkilla66,1,19
,22,,Ralf1893,Resistance Motorsport,Toyota GR Supra,,3,,"0:52:35,593","+ 1:09,164",30,,30,,22,Project Apex [1],PrA-doctorjones,14,,,14
,23,,Peter-zockt-1984,Maibert MacLon Racing,Toyota GR Supra,,1,,"0:52:36,414","+ 1:09,985",29,,29,,23,Resistance Motorsport [2],Fynn-connor,7,morfeus3009,6,13
,24,,c-maanreri,Singen Süd Racing,Audi R8 LMS Evo '19,,2a,,"0:52:36,635","+ 1:10,206",28,,28,,24,Rhein-Rur-Motosport [2],oooBismarkooo,12,,,12
,25,,TRR-Zipfelfink,THE Roadrunners,Porsche 911 RSR,,2b,,"0:52:36,828","+ 1:10,399",27,,27,,25,Fun Racing League [1],Dr-Prof-BamBam,11,,,11
,26,,SJB_1973,Roadrunner Racing,Lamborghini '15,,3,,"0:52:38,082","+ 1:11,653",26,,26,,26,Maibert MacLon Racing [2],L-O-N,9,,,9
,27,,Bamboobear,Angry Antz Racing,Toyota GR Supra,,2b,,"0:52:41,142","+ 1:14,713",25,,25,,27,Digital Racing Cologne [1],Timfra,8,,,8
,28,,HM_Tobi,Herrmann Motorsport,Mazda RX,,3,,"0:52:45,942","+ 1:19,513",24,,24,,28,Herrmann Motorsport [2],Bladde90,1,,,1
,29,,INS4NE-BR0-GR1M,Roadrunner Racing,Audi R8 LMS Evo '19,,3,,"0:52:45,979","+ 1:19,550",23,,23,,,,,,,,
,30,,Highwaystar1980,International Racing Crew,Audi R8 LMS Evo '19,,2a,,"0:52:46,088","+ 1:19,659",22,,22,,,,,,,,
,31,,Badger--04,No Facksen Racing,Toyota GR Supra,,2a,,"0:52:46,407","+ 1:19,978",21,,21,,,,,,,,
,32,,HM_derspieth,Herrmann Motorsport,Ford GT LM Test,,2a,,"0:52:47,209","+ 1:20,780",20,,20,,,,,,,,
,33,,PMR_Swissracer66,International Racing Crew,Audi R8 LMS Evo '19,,2a,,"0:52:47,333","+ 1:20,904",19,,19,,,,,,,,
,34,,daemiaen,Bear Racing,Toyota GR Supra,,1,,"0:52:48,679","+ 1:22,250",18,,18,,,,,,,,
,35,,LNX1613,International Racing Crew,Audi R8 LMS Evo '19,,1,,"0:52:51,651","+ 1:25,222",17,,17,,,,,,,,
,36,,Schweikinho,Singen Süd Racing,Toyota GR Supra,,2b,,"0:52:51,948","+ 1:25,519",16,,16,,,,,,,,
,37,,Wernersen5519,Angry Antz Racing,Toyota GR Supra,,2b,,"0:52:52,441","+ 1:26,012",15,,15,,,,,,,,
,38,,PrA-doctorjones,Project Apex,Ford GT Race Car '18,,2a,,"0:52:55,010","+ 1:28,581",14,,14,,,,,,,,
,39,,ren-bvb09,Singen Süd Racing,Toyota GR Supra,,2b,,"0:53:06,393","+ 1:39,964",13,,13,,,,,,,,
,40,,oooBismarkooo,Rhein-Rur-Motosport,Toyota GR Supra,,3,,"0:53:07,429","+ 1:41,000",12,,12,,,,,,,,
,41,,Dr-Prof-BamBam,Fun Racing League,Toyota GR Supra,,2b,,"0:53:13,172","+ 1:46,743",11,,11,,,,,,,,
,42,,ICZ_89,No Facksen Racing,Toyota GR Supra,,2a,,"0:53:17,293","+ 1:50,864",10,,10,,,,,,,,
,43,,L-O-N,Maibert MacLon Racing,Toyota GR Supra,,3,,"0:53:22,159","+ 1:55,730",9,,9,,,,,,,,
,44,,Timfra,Digital Racing Cologne,Ford Mustang,,3,+6s,"0:53:38,510","+ 2:12,081",8,,8,,,,,,,,
,45,,Fynn-connor,Resistance Motorsport,Jaguar F-TYPE,,3,,"0:54:26,955","+ 3:00,526",7,,7,,,,,,,,
,46,,morfeus3009,Resistance Motorsport,Toyota GR Supra,,3,+5s,"0:54:27,712","+ 3:01,283",6,,6,,,,,,,,
,47,,TheGreatBeamie,,Ford GT Race Car '18,,3,+41s,"0:55:05,322","+ 3:38,893",5,,5,,,,,,,,
,48,,Sixkilla66,Bear Racing,Mitsubishi Lancer,,1,,"8:00:00,000",DNF,1,,1,,,,,,,,
,49,,FGR_Topeca,Feelgood Racing,Peugeot VGT,,1,,"8:00:00,000",DNF,1,,1,,,,,,,,
,50,,Bladde90,Herrmann Motorsport,Mercedes AMG GT3 '20,,2b,,"8:00:00,000",DNF,1,,1,,,,,,,,
,51,,Uchiha14,Singen Süd Racing,Toyota GR Supra,,3,,"8:00:00,000",DNF,1,,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,Team-1,1,,2,,Σ 1,#,Teams:,28,,Driver,,,Team-1,3,,4,,Σ 2
,,,Angry Antz Racing [1],Bamboobear,25,Wernersen5519,15,40,1,Angry Antz Racing,,,2,,,,,,,,
,,,Bear Racing [1],daemiaen,18,Sixkilla66,1,19s,2,Bear Racing,,,2,,,,,,,,
,,,de Shadaim Racing [1],J-de-Shadaim,35,mr_osaka7,33,68s,3,de Shadaim Racing,,,2,,,,,,,,
,,,Digital Racing Cologne [1],Timfra,8,,,8s,4,Digital Racing Cologne,,,1,,,,,,,,
,,,Feelgood Racing [1],FGR_Supergt,55,FGR_Topeca,1,56s,5,Feelgood Racing,,,2,,,,,,,,
,,,Fun Racing League [1],Dr-Prof-BamBam,11,,,11s,6,Fun Racing League,,,1,,,,,,,,
,,,GTmen [1],MacFracerEX,34,KillaZwerg,31,65s,7,GTmen,,,2,,,,,,,,
,,,Herrmann Motorsport [1],HM_Tobi,24,HM_derspieth,20,44s,8,Herrmann Motorsport,,,3,,,Herrmann Motorsport [2],Bladde90,1,,,1
,,,International Racing Crew [1],Roozay_33,52,Hokiama,40,92s,9,International Racing Crew,,,5,,,International Racing Crew [2],Highwaystar1980,22,PMR_Swissracer66,19,41
,,,KotzBärTV [1],KBTV_Normbiz_GT,43,KBTV_Rocket,38,81s,10,KotzBärTV,,,2,,,,,,,,
,,,Maibert MacLon Racing [1],GORGI_meets_GT,48,Peter-zockt-1984,29,77s,11,Maibert MacLon Racing,,,3,,,Maibert MacLon Racing [2],L-O-N,9,,,9
,,,No Facksen Racing [1],Badger--04,21,ICZ_89,10,31s,12,No Facksen Racing,,,2,,,,,,,,
,,,Project Apex [1],PrA-doctorjones,14,,,14s,13,Project Apex,,,1,,,,,,,,
,,,Racing Team Coyote [1],RTC-Viper-,46,jppganhao,45,91s,14,Racing Team Coyote,,,3,,,Racing Team Coyote [2],boky2006zg,42,,,42
,,,Radical Racing [1],RCR_Matze2218,32,,,32s,15,Radical Racing,,,1,,,,,,,,
,,,Resistance Motorsport [1],Animalius609,47,Ralf1893,30,77s,16,Resistance Motorsport,,,4,,,Resistance Motorsport [2],Fynn-connor,7,morfeus3009,6,13
,,,Rhein-Rur-Motosport [1],Erik_Ewetke,44,RRM-Schumi,41,85s,17,Rhein-Rur-Motosport,,,3,,,Rhein-Rur-Motosport [2],oooBismarkooo,12,,,12
,,,Roadrunner Racing [1],HankCastelli,39,Kawa-Jo,37,76s,18,Roadrunner Racing,,,4,,,Roadrunner Racing [2],SJB_1973,26,INS4NE-BR0-GR1M,23,49
,,,Singen Süd Racing [1],Over_1638,50,The_Melkavian,36,86s,19,Singen Süd Racing,,,6,,,Singen Süd Racing [2],c-maanreri,28,Schweikinho,16,44
,,,THE Roadrunners [1],TRR-Zipfelfink,27,,,27s,20,THE Roadrunners,,,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,D,I,J,,,,,,,,,,,,
