,,,,,,,,,,,,,,,,,,,,,
,12,,HM_derspieth,International Racing Crew,Nissan GT-R '18,,2,,"0:51:24,689","+ 0:40,161",24,,24,,12,Project Apex [1],PrA-doctorjones,18,,,18
,13,,FGR_Topeca,Feelgood Racing,Mazda RX,,1,+4s,"0:51:28,443","+ 0:43,915",23,,23,,13,Herrmann Motorsport [1],HM_Tobi,16,,,16
,14,,KBTV_Normbiz_GT,KotzBärTV,Mercedes AMG GT3 '20,,2,,"0:51:28,987","+ 0:44,459",22,,22,,14,Maibert MacLon Racing [2],GT-Hosss669,10,L-O-N,4,14
,15,,KBTV_Rocket,KotzBärTV,BMW M6 Endurance '16,,1,,"0:51:37,575","+ 0:53,047",21,,21,,15,Digital Racing Cologne [1],Timfra,12,,,12
,16,,Peter-zockt-1984,Maibert MacLon Racing,Peugeot RCZ,,2,,"0:51:39,268","+ 0:54,740",20,,20,,16,Racing Team Coyote [2],jppganhao,11,,,11
,17,,boky2006zg,Racing Team Coyote,Subaru BRZ GT300 '21,,1,,"0:51:39,531","+ 0:55,003",19,,19,,17,Rhein-Rur-Motorsport [2],Lumpi-0707,6,Der-Schumi-84,3,9
,18,,PrA-doctorjones,Project Apex,Nissan GT-R '18,,2,,"0:51:40,309","+ 0:55,781",18,,18,,,,,,,,
,19,,KBTV_xpress,KotzBärTV,Mercedes AMG GT3 '20,,3,,"0:51:42,113","+ 0:57,585",17,,17,,,,,,,,
,20,,HM_Tobi,Herrmann Motorsport,BMW M6 Endurance '16,,2,,"0:51:44,466","+ 0:59,938",16,,16,,,,,,,,
,21,,D4NT3_BL4xX,,Mazda RX,,2,,"0:51:44,591","+ 1:00,063",15,,15,,,,,,,,
,22,,PrimeApeX21,Racing Team Coyote,BMW M6 Sprint '16,,3,+15s,"0:51:50,652","+ 1:06,124",14,,14,,,,,,,,
,23,,Badger--04,No Facksen Racing,BMW M6 Sprint '16,,2,,"0:51:54,700","+ 1:10,172",13,,13,,,,,,,,
,24,,Timfra,Digital Racing Cologne,Porsche 911 RSR,,3,,"0:52:06,462","+ 1:21,934",12,,12,,,,,,,,
,25,,jppganhao,Racing Team Coyote,Mazda RX,,1,+0s,"0:52:09,204","+ 1:24,676",11,,11,,,,,,,,
,26,,GT-Hosss669,Maibert MacLon Racing,McLaren 650S,,3,,"0:52:09,947","+ 1:25,419",10,,10,,,,,,,,
,27,,mr_osaka7,de Shadaim Racing,Mazda RX,,2,,"0:52:10,491","+ 1:25,963",9,,9,,,,,,,,
,28,,|--Hennes--|,Rhein-Rur-Motorsport,BMW M6 Endurance '16,,3,,"0:52:10,967","+ 1:26,439",8,,8,,,,,,,,
,29,,armeddotter,,Lamborghini '15,,2,,"0:52:14,040","+ 1:29,512",7,,7,,,,,,,,
,30,,Lumpi-0707,Rhein-Rur-Motorsport,Toyota GR Supra,,3,,"0:52:14,062","+ 1:29,534",6,,6,,,,,,,,
,31,,Bladde90,,Porsche 911 RSR,,3,+15s,"0:52:16,679","+ 1:32,151",5,,5,,,,,,,,
,32,,L-O-N,Maibert MacLon Racing,Lexus RC F,,3,,"0:53:15,467","+ 2:30,939",4,,4,,,,,,,,
,33,,Der-Schumi-84,Rhein-Rur-Motorsport,Mercedes AMG GT3 '20,,2,+110s,"0:53:48,228","+ 3:03,700",3,,3,,,,,,,,
,34,,TheGreatBeamie,,Ford GT LM Test,,3,,"0:54:26,263","+ 3:41,735",2,,2,,,,,,,,
,35,,IRC_Puppe,International Racing Crew,Mercedes AMG GT3 '20,,2,,"1:07:45,243","+ 17:00,715",1,,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,Team-1,1,,2,,Σ 1,#,Teams:,17,,Driver,,,Team-1,3,,4,,Σ 2
,,,de Shadaim Racing [1],J-de-Shadaim,27,mr_osaka7,9,36,1,de Shadaim Racing,,,2,,,,,,,,
,,,Digital Racing Cologne [1],Timfra,12,,,12s,2,Digital Racing Cologne,,,1,,,,,,,,
,,,Feelgood Racing [1],FGR_M-Rabak,29,FGR_Topeca,23,52s,3,Feelgood Racing,,,2,,,,,,,,
,,,Herrmann Motorsport [1],HM_Tobi,16,,,16s,4,Herrmann Motorsport,,,1,,,,,,,,
,,,International Racing Crew [1],Roozay_33,36,PMR_Swissracer66,28,64s,5,International Racing Crew,,,4,,,International Racing Crew [2],HM_derspieth,24,IRC_Puppe,1,25
,,,KotzBärTV [1],KBTV_funky,31,KBTV_Jenner,26,57s,6,KotzBärTV,,,5,,,KotzBärTV [2],KBTV_Normbiz_GT,22,KBTV_Rocket,21,43
,,,Maibert MacLon Racing [1],Gorgi_meets_GT,32,Peter-zockt-1984,20,52s,7,Maibert MacLon Racing,,,4,,,Maibert MacLon Racing [2],GT-Hosss669,10,L-O-N,4,14
,,,No Facksen Racing [1],MADze-_-,38,Badger--04,13,51s,8,No Facksen Racing,,,2,,,,,,,,
,,,Project Apex [1],PrA-doctorjones,18,,,18s,9,Project Apex,,,1,,,,,,,,
,,,Racing Team Coyote [1],boky2006zg,19,PrimeApeX21,14,33s,10,Racing Team Coyote,,,3,,,Racing Team Coyote [2],jppganhao,11,,,11
,,,Rhein-Rur-Motorsport [1],oooBismarkooo,25,|--Hennes--|,8,33s,11,Rhein-Rur-Motorsport,,,4,,,Rhein-Rur-Motorsport [2],Lumpi-0707,6,Der-Schumi-84,3,9
,,,Stiftung Wagentest Racing [1],SWR-OSilver,34,SWR-Semtex,31,65s,12,Stiftung Wagentest Racing,,,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,AD,AI,AJ,,,,,,,,,,,,
