,,,,,,,,,,,,,,,,,,,,,
,25,,PMR_Swissracer66,International Racing Crew,Peugeot RCZ,,2a,,"0:51:38,515","+ 1:13,463",23,,23,,25,THE Roadrunners [1],Quitzowscaniav88,8,TRR-Zipfelfink,1,9
,26,,Peter-zockt-1984,Maibert MacLon Racing,BMW M6 Endurance '16,,2a,,"0:51:41,856","+ 1:16,804",22,,22,,26,Maibert MacLon Racing [2],L-O-N,5,,,5
,27,,armeddotter,,Lamborghini '15,,2a,,"0:51:45,929","+ 1:20,877",21,,21,,,,,,,,
,28,,HM_derspieth,Resistance Motorsport,BMW M6 Endurance '16,,2a,,"0:51:46,289","+ 1:21,237",20,,20,,,,,,,,
,29,,Badger--04,No Facksen Racing,Toyota GR Supra,,2b,,"0:51:48,221","+ 1:23,169",19,,19,,,,,,,,
,30,,mr_osaka7,de Shadaim Racing,Subaru BRZ GT300 '21,,2b,,"0:51:53,280","+ 1:28,228",18,,18,,,,,,,,
,31,,MacFracerEX,GTmen,Porsche 911 RSR,,2b,,"0:51:54,755","+ 1:29,703",17,,17,,,,,,,,
,32,,daemiaen,Bear Racing,Porsche 911 RSR,,3,,"0:51:57,521","+ 1:32,469",16,,16,,,,,,,,
,33,,Wernersen5519,Angry Antz Racing,Porsche 911 RSR,,2a,,"0:52:01,525","+ 1:36,473",15,,15,,,,,,,,
,34,,Uchiha14,Singen Süd Racing,Toyota GR Supra,,3,,"0:52:01,730","+ 1:36,678",14,,14,,,,,,,,
,35,,HM_Tobi,Herrmann Motorsport,Porsche 911 RSR,,3,,"0:52:02,424","+ 1:37,372",13,,13,,,,,,,,
,36,,TheLamb74,GTmen,Mazda RX,,3,,"0:52:09,665","+ 1:44,613",12,,12,,,,,,,,
,37,,Bladde90,Herrmann Motorsport,Porsche 911 RSR,,2b,,"0:52:11,092","+ 1:46,040",11,,11,,,,,,,,
,38,,Timfra,Digital Racing Cologne,Mercedes AMG GT3 '20,,3,,"0:52:12,897","+ 1:47,845",10,,10,,,,,,,,
,39,,PrimeapeX21,Racing Team Coyote,Mercedes AMG GT3 '20,,2b,,"0:52:15,471","+ 1:50,419",9,,9,,,,,,,,
,40,,Quitzowscaniav88,THE Roadrunners,Porsche 911 RSR,,3,,"0:52:16,781","+ 1:51,729",8,,8,,,,,,,,
,41,,ren-bvb09,Singen Süd Racing,Toyota GR Supra,,3,,"0:52:18,489","+ 1:53,437",7,,7,,,,,,,,
,42,,Lumpi-0707,Rhein-Rur-Motosport,Nissan GT-R '18,,3,,"0:52:34,189","+ 2:09,137",6,,6,,,,,,,,
,43,,L-O-N,Maibert MacLon Racing,Mitsubishi Lancer,,3,,"0:53:16,799","+ 2:51,747",5,,5,,,,,,,,
,44,,TheGreatBeamie,,Ford GT Race Car '18,,3,,"0:53:26,766","+ 3:01,714",4,,4,,,,,,,,
,45,,Sixkilla66,Bear Racing,Mitsubishi Lancer,,3,,"0:54:04,065","+ 3:39,013",3,,3,,,,,,,,
,46,,mironight1,GTmen,Porsche 911 RSR,,1,,"8:00:00,000",DNF,1,,1,,,,,,,,
,47,,TRR-Zipfelfink,THE Roadrunners,Porsche 911 RSR,,2b,,"8:00:00,000",DNF,1,,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,Team-1,1,,2,,Σ 1,#,Teams:,26,,Driver,,,Team-1,3,,4,,Σ 2
,,,Angry Antz Racing [1],Bamboobear,26,Wernersen5519,15,41,1,Angry Antz Racing,,,2,,,,,,,,
,,,Bear Racing [1],daemiaen,16,Sixkilla66,3,19s,2,Bear Racing,,,2,,,,,,,,
,,,de Shadaim Racing [1],J-de-Shadaim,43,mr_osaka7,18,61s,3,de Shadaim Racing,,,2,,,,,,,,
,,,Digital Racing Cologne [1],Timfra,10,,,10s,4,Digital Racing Cologne,,,1,,,,,,,,
,,,Feelgood Racing [1],FGR_Topeca,37,,,37s,5,Feelgood Racing,,,1,,,,,,,,
,,,Fun Racing League [1],Dr-Prof-BamBam,28,,,28s,6,Fun Racing League,,,1,,,,,,,,
,,,GTmen [1],kanihali,46,crysu69,35,81s,7,GTmen,,,5,,,GTmen [2],MacFracerEX,17,TheLamb74,12,29
,,,Herrmann Motorsport [1],HM_Tobi,13,Bladde90,11,24s,8,Herrmann Motorsport,,,2,,,,,,,,
,,,International Racing Crew [1],Roozay_33,44,Highwaystar1980,25,69s,9,International Racing Crew,,,3,,,International Racing Crew [2],PMR_Swissracer66,23,,,23
,,,KotzBärTV [1],KBTV_Normbiz_GT,41,KBTV_Rocket,34,75s,10,KotzBärTV,,,2,,,,,,,,
,,,Maibert MacLon Racing [1],GORGI_meets_GT,30,Peter-zockt-1984,22,52s,11,Maibert MacLon Racing,,,3,,,Maibert MacLon Racing [2],L-O-N,5,,,5
,,,No Facksen Racing [1],Badger--04,19,,,19s,12,No Facksen Racing,,,1,,,,,,,,
,,,Project Apex [1],PrA-doctorjones,32,,,32s,13,Project Apex,,,1,,,,,,,,
,,,Racing Team Coyote [1],RTC-Viper-,42,boky2006zg,33,75s,14,Racing Team Coyote,,,4,,,Racing Team Coyote [2],jppganhao,29,PrimeapeX21,9,38
,,,Resistance Motorsport [1],HM_derspieth,20,,,20s,15,Resistance Motorsport,,,1,,,,,,,,
,,,Rhein-Rur-Motosport [1],RRM-Schumi,31,Lumpi-0707,6,37s,16,Rhein-Rur-Motosport,,,2,,,,,,,,
,,,Roadrunner Racing [1],HankCastelli,39,Kawa-Jo,36,75s,17,Roadrunner Racing,,,3,,,Roadrunner Racing [2],SJB_1973,24,,,24
,,,Singen Süd Racing [1],Over_1638,51,Schweikinho,40,91s,18,Singen Süd Racing,,,5,,,Singen Süd Racing [2],c-maanreri,38,Uchiha14,14,52
,,,Stiftung Wagentest Racing [1],SWR-Semtex,48,,,48s,19,Stiftung Wagentest Racing,,,1,,,,,,,,
,,,THE Roadrunners [1],Quitzowscaniav88,8,TRR-Zipfelfink,1,9s,20,THE Roadrunners,,,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,AQ,AV,AW,,,,,,,,,,,,
