,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,Team-1,1,,2,,Σ 1,#,Teams:,15,,Driver,,,Team-1,3,,4,,Σ 2
,,,de Shadaim Racing [1],J-de-Shadaim,28,mr_osaka7,15,43,1,de Shadaim Racing,,,2,,,,,,,,
,,,Digital Racing Cologne [1],Timfra,12,,,12s,2,Digital Racing Cologne,,,1,,,,,,,,
,,,Feelgood Racing [1],FGR_M-Rabak,33,FGR_Topeca,3,36s,3,Feelgood Racing,,,2,,,,,,,,
,,,Herrmann Motorsport [1],HM_Tobi,19,,,19s,4,Herrmann Motorsport,,,1,,,,,,,,
,,,International Racing Crew [1],Roozay_33,26,HM_derspieth,7,33s,5,International Racing Crew,,,2,,,,,,,,
,,,KotzBärTV [1],KBTV_Normbiz_GT,30,KBTV_Rocket,25,55s,6,KotzBärTV,,,4,,,KotzBärTV [2],KBTV_Jenner,22,KBTV_xpress,17,39
,,,Maibert MacLon Racing [1],Gorgi_meets_GT,14,L-O-N,11,25s,7,Maibert MacLon Racing,,,4,,,Maibert MacLon Racing [2],GT-Hosss669,5,Beni_149,2,7
,,,No Facksen Racing [1],Badger--04,8,,,8s,8,No Facksen Racing,,,1,,,,,,,,
,,,Project Apex [1],PrA-doctorjones,23,,,23s,9,Project Apex,,,1,,,,,,,,
,,,Racing Team Coyote [1],jppganhao,18,boky2006zg,9,27s,10,Racing Team Coyote,,,3,,,Racing Team Coyote [2],PrimeApeX21,1,,,1
,,,Rhein-Rur-Motorsport [1],oooBismarkooo,13,Lumpi-0707,10,23s,11,Rhein-Rur-Motorsport,,,3,,,Rhein-Rur-Motorsport [2],Milo_GT881,4,,,4
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,CQ,CV,CW,,,,,,,,,,,,
