,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,Team-1,1,,2,,Σ 1,#,Teams:,15,,Driver,,,Team-1,3,,4,,Σ 2
,,,de Shadaim Racing [1],mr_osaka7,7,J-de-Shadaim,1,8,1,de Shadaim Racing,,,2,,,,,,,,
,,,Feelgood Racing [1],FGR_M-Rabak,29,FGR_Topeca,26,55s,2,Feelgood Racing,,,2,,,,,,,,
,,,Herrmann Motorsport [1],HM_Tobi,8,,,8s,3,Herrmann Motorsport,,,1,,,,,,,,
,,,International Racing Crew [1],Roozay_33,23,PMR_Swissracer66,14,37s,4,International Racing Crew,,,3,,,International Racing Crew [2],HM_derspieth,11,,,11
,,,KotzBärTV [1],KBTV_Jenner,25,KBTV_Rocket,12,37s,5,KotzBärTV,,,2,,,,,,,,
,,,Maibert MacLon Racing [1],Peter-zockt-1984,18,Gorgi_meets_GT,16,34s,6,Maibert MacLon Racing,,,4,,,Maibert MacLon Racing [2],L-O-N,6,Beni_149,5,11
,,,No Facksen Racing [1],MADze-_-,34,Badger--04,9,43s,7,No Facksen Racing,,,2,,,,,,,,
,,,Project Apex [1],PrA-doctorjones,21,,,21s,8,Project Apex,,,1,,,,,,,,
,,,Racing Team Coyote [1],boky2006zg,22,jppganhao,15,37s,9,Racing Team Coyote,,,2,,,,,,,,
,,,Resistance Motorsport [1],Fynn-connor,1,,,1s,10,Resistance Motorsport,,,1,,,,,,,,
,,,Rhein-Rur-Motorsport [1],oooBismarkooo,27,Lumpi-0707,13,40s,11,Rhein-Rur-Motorsport,,,3,,,Rhein-Rur-Motorsport [2],Milo_GT881,3,,,3
,,,Stiftung Wagentest Racing [1],SWR-Semtex,31,,,31s,12,Stiftung Wagentest Racing,,,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,BD,BI,BJ,,,,,,,,,,,,
